Filing Name,Extracted Arguments from ToC,Conclusion,URL,proper_extraction,classification,salience-rating,annotator-uni
scotus_filing_34423,"I.Ordering “Houses of Worship” to Abide by Different COVID Rules Than Any Other Activity Is Not Religion-Neutral and Not Generally Applicable; Therefore, Strict Scrutiny Applies.
A. Strict Scrutiny Applies to Laws That Are Not Neutral or Not Generally Applicable.
B. The Second Circuit Failed to Apply Correctly the Smith Test. 
II. Injunctive Relief Is Justified, Not Only to Correct for the Specific Unconstitutional Action Here, but Also to Correct Lower Courts’ Widespread Misinterpretation of South Bay. ","CONCLUSION
For these reasons, the Court should grant emergency relief.
Respectfully submitted,
Kelly J. Shackelford
   Counsel of Record
Hiram S. Sasser, III
David J. Hacker
Michael Berry
Stephanie N. Taub
Lea E. Patterson
First Liberty Institute
2001 West Plano Parkway
Suite 1600
Plano, Texas 75075
(972) 941-4444
kshackelford@firstliberty.org
Counsel for Amicus Curiae
November 20, 2020
15",http://www.supremecourt.gov/DocketPDF/20/20A90/161412/20201120134349340_20A90%20Amicus%20First%20Liberty.pdf,False,Grant,4.0,sd3592
scotus_filing_34427,"I. Applicants Need Urgent Relief 
II. The Cluster Initiative Targets Orthodox Jews And His Post Hoc
Changes Do Not Save The Cluster Initiative From Unconstitutionality 
Or Diminish The Need For Immediate Relief
III. Strict Scrutiny Applies To The Cluster Initiative For Several Additional and Independent Reasons 
IV. The Undisputed Irreparable Harm And The Balance Of Equities Both 
Favor Injunctive Relief 
V. In The Alternative, The Court Should Grant Certiorari Before 
Judgment And Issue An Injunction Pending Resolution ","CONCLUSION
This Court should grant the injunction against the discriminatory Cluster 
Initiative pending appeal, or, in the alternative, grant certiorari before judgment and 
then enjoin the Cluster Initiative pending further action from this Court. 
  Respectfully submitted, 
/s/ Avi Schick
ERIC C. RASSBACH
DANIEL BLOMBERG
ADÈLE AUXIER KEIM
JOSEPH DAVIS
THE BECKET FUND FOR 
RELIGIOUS LIBERTY
1200 New Hampshire Ave. N.W.,  
Ste. 700 
Washington, DC 20036 
(202) 955-0095 
erassbach@becketlaw.org 
AVI SCHICK
Counsel of Record
MISHA TSEYTLIN
W. ALEX SMITH 
SEAN T.H. DUTTON
TROUTMAN PEPPER 
HAMILTON SANDERS LLP 
875",http://www.supremecourt.gov/DocketPDF/20/20A90/161477/20201122083829884_Reply%20Brief%20iso%20Emergency%20Application%20for%20Writ%20of%20Injunction-FINAL.pdf,False,Grant,4.0,sd3592
scotus_filing_34438,"I. The latest scientific evidence confirms that COVID-19 spreads most easily in  large extended indoor gatherings, especially if people are talking loudly or singing
II. To slow the sperad of COVID-19, it is critical to control the activities that pose the highest risk of widespread transmission ","CONCLUSION 
 
COVID-19 is a serious public health threat. It has already killed almost a 
quarter of a million Americans. There is a consensus among public health experts 
that extraordinary protective measures are warranted. In particular, the activities 
that pose the highest risk of transmission—large indoor gatherings in which people 
spend long periods of time together in poorly ventilated spaces—must be restricted. 
We believe California’s data-driven response is supported by epidemiology and is wise 
(indeed, necessary) to slow the spread of this dangerous virus.",http://www.supremecourt.gov/DocketPDF/20/20A94/161949/20201127123735006_No%2020A94%20Harvest%20Rock%20v%20Newsom%20Epidemiologist%20Motion%20and%20Amicus%20Brief%20Nov%2027%202020.pdf,True,Other,4.0,sd3592
scotus_filing_34444,"1. California Churches Will Likely Succeed on the Merits: The 
Blueprint violates Worshippers’ Free Exercise Rights. 
1.1. California’s Restrictions on Worship Are Subject to Strict 
Scrutiny 
1.2. California’s Restrictions Cannot Satisfy Strict Scrutiny 
2. The Confusion in the Lower Courts, and Multiplicity of 
California Actions, Justifies Guidance from this Court. ","CONCLUSION 
For the foregoing reasons, South Bay respectfully requests that this Court 
grant Applicant Harvest Rock’s emergency application for a writ of injunction, 
protecting both Applicant’s rights and the rights of 40 million suffering Californians. 
 
Respectfully submitted, 
/s/ Paul M. Jonna  
 
CHARLES S. LIMANDRI 
PAUL M. JONNA  
Counsel of Record 
JEFFREY M. TRISSELL 
LIMANDRI & JONNA LLP 
Post Office Box 9120 
Rancho Santa Fe, CA 92067 
(858) 759-9930  
pjonna@limandri.com",http://www.supremecourt.gov/DocketPDF/20/20A94/162278/20201201180314365_Unopposed%20Motion%20and%20Amicus%20Brief.pdf,False,Grant,4.0,sd3592
scotus_filing_34461," Yoder provides the rule of decision, not Smith.","CONCLUSION 
This Court should vacate the stay issued by the Sixth Circuit.",http://www.supremecourt.gov/DocketPDF/20/20A96/162567/20201203161134064_Danville%20amicus%20brief%20FINAL.pdf,True,Reverse,3.0,sd3592
scotus_filing_6663,"I.Medicaid Expansion Vastly Improves The
Lives Of Millions Of Older Adults And
People With Disabilities And Chronic
Conditions Because It Gives Them Access
To Health Care Coverage

II.Restoring The Granite Advantage And
Arkansas Works Amendment Programs
Will Cause Thousands Of Vulnerable
People To Lose Their Health Care Coverage

A. Labelling the expansion population
as “able-bodied” ignores the many
people in the population who have
chronic conditions and functional
limitations

B. Foreseeable administrative barriers
will exacerbate coverage losses and
magnify the Programs’ unfairness
and harm","CONCLUSION
The
Secretary
of
HHS’s
approvals
of
the
Arkansas and New Hampshire waiver programs were
arbitrary and capricious. If allowed to go forward,
these programs would deliver a crushing blow to low-
income adults in Arkansas and New Hampshire,
leaving
tens
of
thousands
without
health
care
coverage. As that result flouts the objectives of the
Medicaid program, Amici respectfully request that
this Court affirm the District of Columbia Circuit’s
judgments. In the alternative, Amici request that this
Court grant the Federal Petitioners’ motion to vacate
the judgments below and remand with instructions
that the approvals be remanded to HHS.
Respectfully submitted,
AARP Foundation
Maame Gyamfi
601 E. Street, NW
Counsel of Record
Washington D.C. 20049
William Alvarado Rivera
Kelly Bagby
mgyamfi@aarp.org
(202) 434-6291
Counsel for Amici Curiae",http://www.supremecourt.gov/DocketPDF/20/20-37/169981/20210225113834411_20-37%20-38%20bsac%20AARP%20FINAL%20AMICI%20BRIEF.pdf,True,Grant,5.0,yc4152
scotus_filing_6666,"I.   THE SECRETARY IGNORED ROBUST  
EVIDENCE THAT WORK REQUIRE-
MENTS WOULD NEITHER INCREASE 
COVERAGE NOR IMPROVE HEALTH 
OUTCOMES

A. Administrative Burdens Undermine 
Enrollment And Retention

B. Work Requirements Impose Severe 
Administrative Burdens On Enrol-
lees, Leading To Coverage Loss

C. The Secretary Failed To Address  
Evidence That Coverage Losses Can 
Result In Disruptions Of Care And 
Adverse Health Outcomes Without 
Increasing Employment

D. The Secretary Ignored Accumulating 
Evidence That The Medicaid Work 
Requirements Cause Coverage Loss

II. THE SECRETARY’S EVIDENCE DID 
NOT SUPPORT HIS DECISIONS ","CONCLUSION 
The judgment of the court of appeals should be 
affirmed.",http://www.supremecourt.gov/DocketPDF/20/20-37/170045/20210225153315084_bsac20-37%2020-38LeukemiaLymphomaSocy.pdf,True,Affirm,1.0,yc4152
scotus_filing_6949,"A. Legal background 

B. The present controversy

I. The Tenth Circuit’s holding that SUWA 
satisfies Rule 24(a)(2)’s interest requirement 
does not warrant review

 A. No court of appeals has adopted the 
Government’s novel theory
 
B. This case would be a poor vehicle for 
making broad law on intervention
 
C. The application of Rule 24(a)(2) in the 
specific context of R.S. 2477 litigation 
does not warrant review
 
D. The Tenth Circuit’s decision is correct
 
 1. The Tenth Circuit’s approach follows 
directly from the text of Rule 24(a)(2)
 
 2. The Government’s test contradicts 
this Court’s precedents
 
 3. The Government’s test contradicts 
longstanding practice
 
 4. The Government’s remaining 
arguments lack merit

II. The Tenth Circuit’s holding that the United 
States may not adequately represent SUWA’s 
interest does not warrant review ","CONCLUSION  
For the foregoing reasons, the petitions for writs 
of certiorari should be denied. 
Respectfully submitted,  
J",http://www.supremecourt.gov/DocketPDF/20/20-82/158892/20201027134154891_20-82%2020-96%20BriefInOpposition.pdf,True,Deny,4.0,yc4152
scotus_filing_7628,"I.  CERTIORARI IS WARRANTED BY THE BROAD 
IMPACT THE WISCONSIN SUPREME COURT’S 
ORDER WILL HAVE","CONCLUSION 
 
Carroll respectfully requests the honorable United 
States Supreme Court grant her petition for a writ of 
certiorari. 
 
 
 
      Respectfully submitted,",http://www.supremecourt.gov/DocketPDF/20/20-165/154447/20200918163002500_Reply%20Brief%20for%20Petitioner%209-18-20.pdf,True,Grant,5.0,yc4152
scotus_filing_7679,"I. THE RIGHTS AND OBLIGATIONS OF LETTER OF 
CREDIT CONFIRMERS

II. THE INDICTMENT MUST BE DISMISSED BECAUSE 
LILLEMOE’S OR CALDERON’S ACTIONS NEVER 
PUT THE U.S. BANKS’ PROPERTY RIGHTS AT RISK

a. The U.S. Banks’ Right to Reimbursement by the LC 
Issuers Was Never at Risk

b. The U.S. Banks’ Property Rights in the Loans and 
Guarantees Were Never at Risk

c. Contemplated Harm is Lacking as a Matter of Law

III. LILLEMOE’S AND CALDERON’S STATEMENTS 
WERE NOT FALSE

IV. CONFIRMERS COULD NOT HAVE DISHONORED 
LILLEMOE’S OR CALDERON’S DOCUMENTS EVEN 
WITH KNOWLEDGE OF ALLEGED 
MISREPRESENTATIONS

V. THE ALLEN CHARG E W AS UNDULY CO ERCIVE

VI. CALDERON RESTS ON HIS OTHER ARGUMENTS 
REQUIRING A NEW TRIAL
","CONCLUSION
The indictment should be dismissed. In the alternative, because there was
neither deceit nor fraud on CCC, the judgement of the lower court should be
reversed. As a second alternative, the judgment should be vacated and the case
remanded for a new trial.
Respectfully submitted,
/s/ Pablo Calderon
Pablo Calderon 
7 Old Parish Rd 
Darien, C",http://www.supremecourt.gov/DocketPDF/20/20-176/150423/20200817145341996_20200817-144733-95751268-00000474.pdf,True,Remand,4.0,yc4152
scotus_filing_886,"1. Course of Proceedings and Disposition
 in the Court Below

a. Plea and Sentence

b. Section 2255 Motion

c. Rule 59(e) Motion

d. Appellate Proceedings

2. Statement of the Facts

I. THE DISTRICT COURT ERRED IN CONCLUDING 
IT LACKED JURISDICTION TO CONSIDER MR. 
DE JESUS’ TIMELY RULE 59(E) MOTION

A. Banister Establishes That a Timely 
Rule 59(e) Motion is Not a Second or 
Successive Section 2255 Motion

B. Banister Makes Clear That the District 
Court had Jurisdiction to Resolve Mr. 
De Jesus’ Timely Rule 59(e) Motion

II. THE DISTRICT COURT’S REMARKS ON THE 
MERITS OF MR. DE JESUS’ RULE 59(E) 
MOTION DO NOT PROVIDE AN ALTERNATIVE 
BASIS FOR AFFIRMANCE

A. The District Court’s Comments on the 
Merits of the Rule 59(e) Motion Do Not 
Amount to an Alternative Holding

B. The District Court Misunderstood the 
Proper Bases of Rule 59(e) Relief

C. The District Court Misunderstood the 
Arguments in Mr. De Jesus’ Rule 59(e) 
Motion, Which Did More Than Reassert 
Earlier Arguments","CONCLUSION 
For the foregoing reasons, the Court should reverse 
the District Court’s order rejecting Mr. De Jesus’ Rule 
59(e) motion for lack of jurisdiction, with instructions 
for the District Court to address the arguments made 
in that motion on their merits. 
 
Date:  August 12, 2020 
Respectfully submitted, 
/s/ Genna Leigh Sinel 
Brian Charles Lea 
Victoria Cuneo Powell 
JONES DAY 
1420 Peachtree Street, 
N.E., Suite 800 
Atlanta, Georgia 30309 
(404) 521-3939",http://www.supremecourt.gov/DocketPDF/21/21-168/185633/20210803153140074_De%20Jesus%20v.%20United%20States%20-%20Cert%20Petition%20Appendix.pdf,True,Reverse,4.0,yc4152
scotus_filing_8879,"I. The First Circuit’s Use of an Unwritten 
Geographic Quota to Assign Civil Appellate  
Panels Violates Article 2164.1 of the Louisiana 
Code of Civil Procedure and Louisiana Revised 
Statutes § 13:319

A. Article 2164.1 of Louisiana Code of Civil 
Procedure and Louisiana  
Revised Statutes § 13:319 Require Random 
Assignment of Civil  
Appellate Panels

B. A Court Rule (Written or Unwritten) 
Cannot Contravene a Statute

C. The First Circuit’s Unwritten Rule 
Requiring Geographic Quotas is Not 
Random, as It Eliminates Over 70% of 
Possible Combinations From Randomly 
Assigned Panels and Ensures that Two 
Members of the Same District Will Not 
Serve Together on a Three-Judge Panel

D. The Evidence Refutes the First Circuit’s 
Claim that It Belatedly Changed Its 
Practices to Partially Comply with the 
Random Assignment Laws

E. The First Circuit’s Prior Failure to 
Randomly Assign Appeals Created a 
Grossly Disproportionate Distribution of 
Appeals Among Its Judges
 
F. Due to Recusals, the First Circuit’s Use of 
Geographic Quotas Creates an Uneven 
Probability of Drawing All First Circuit 
Judges Going Forward

II. The First Circuit Violated Public Policy by  
Using an Unwritten Geographic Quota

III. The Use of a Geographic Quota Does Not Pass 
Constitutional Muster
A. The Right to Due Process Requires a Fair 
and Impartial Decisionmaker

B. The First Circuit’s Use of Geographic 
Quotas Denies the Right of Equal 
Protection to Litigants in the First 
Circuit

C. The First Circuit Ignores the  
Constitutional Principle of Separation of 
Powers

D. The First Circuit’s Use of a Geographic 
Quota Does Not Advance the Interest of 
Racial Diversity on Appellate Panels or 
Prevent “Home-Cooking.”

IV. Texas Brine Is Entitled to Enforcement of  
Random Assignment of Civil Appellate Panels  
and Transfer of the Sinkhole Cases to Another  
Circuit Court of Appeal","CONCLUSION 
The devastation of the Bayou Corne sinkhole is 
apparent, and the resulting litigation up to this point 
has been staggering. While substantial in volume, the 
facts of this case are not overly complex. Considering 
the totality of the evidence, the Court finds that the 
Oxy entities, the Texas Brine entities, and Vulcan are 
each allocated a portion of responsibility for the 
damages occasioned by the Bayou Corne sinkhole 
under Civil Code Articles 2315 and 2317.1. 
Although all internal data from the OG3 cavern 
indicated current stability when Vulcan sold their 
interests to OxyChem, Vulcan’s negligence in failing 
to facilitate recommended studies to further define 
the edge of the Salt Dome before doubling production, 
which moved the cavern closer to the edge",http://www.supremecourt.gov/DocketPDF/20/20-312/153231/20200904172658166_TexasBrine.cert.pet.app.pdf,True,Affirm,5.0,yc4152
scotus_filing_9219,"I.PLAINTIFF’S PETITION DOES NOT MEET THE
REQUIREMENTS FOR THE EXTRAORDINARY
REMEDY OF A WRIT OF MANDAMUS

II.PLAINTIFF’S PETITION SHOULD BE
DISREGARDED AS PLAINTIFF MISREPRESENTS
THE PROCEEDINGS BELOW AND HIS CLAIMS
ARE UNSUPPORTED BY THE RECORD

III.THE PLAINTIFF CANNOT CHALLENGE THE
COURT’S RULINGS WHICH ARE NOT IN EXCESS
OF ITS AUTHORITY, BY WAY OF A PETITION
FOR AN EXTRAORDINARY WRIT OF
MANDAMUS ","CONCLUSION
For the foregoing reasons, the petition for a writ of 
mandamus should be denied.  
DATED: October 13, 2020 
Respectfully submitted, 
HURRELL CANTRALL LLP 
By:
 /s/ Melinda Cantrall 
MELINDA CANTRALL 
Attorneys for Defendants-
Respondents, JUSTO AVILA, 
MONICA RATLIFF, SCOTT 
SCHMERELSON, GEORGE 
MCKENNA, MICHEL VEZINA, 
PAULA GREENE, JOHN 
PLEVACK, REF RODRIGUEZ 
AND LOS ANGELES UNIFIED 
SCHOOL DISTRICT",http://www.supremecourt.gov/DocketPDF/20/20-354/157047/20201013171408137_20-354%20brief%20in%20opposition.pdf,True,Deny,5.0,yc4152
scotus_filing_9349,"I. THE PRESIDENT’S POLICY IS CONSISTENT
WITH THE CONSTITUTION

A. Only Members Of Our National Political
Community Should Be Represented In Our
National Government

B. Illegal Aliens Are Not Members Of Our
National Political Community

II. THE PRESIDENT’S POLICY IS NECESSARY
TO PROTECT BOTH EQUAL REPRESEN-
TATION OF THE PEOPLE AND EQUALITY IN
VOTING","CONCLUSION
For the foregoing reasons, the judgment of the court
below should be reversed.
Respectfully submitted,
CH",http://www.supremecourt.gov/DocketPDF/20/20-366/159275/20201030145554014_20-366%20tsac%20IRLI.pdf,True,Reverse,1.0,yc4152
scotus_filing_9351,"I.  THIS COURT’S PRECEDENTS FAVOR 
 
THE CENSUS BUREAU PROVIDING 
 
THE PRESIDENT AND THE PUBLIC  
 
WITH INFORMATION—NOT  
 
SUPPRESSING INFORMATION

 
II.  PERMITTING THE CENSUS BUREAU 
 
TO REPORT THIS INFORMATION IS 
 
IMPORTANT FOR REDISTRICTING  
 
PURPOSES","CONCLUSION 
 
 
The district court committed an error at the very 
least in their commanded remedy. The district court 
was asked to prevent the President of the United 
States from using anything other than the total 
population of the United States to apportion 
congressional 
seats. 
The 
Congressional 
apportionment occurs at the second step of the 
census reporting statute, and the district court’s 
order did not properly assess the first step of the 
process.  
 
The district court improperly prevented the 
Secretary from even reporting information to the 
President at step one. Regardless of how this Court 
decides the merits of the case at step two, this Court 
should never prevent the Secretary of Commerce 
from reporting the number of U.S. citizens living in 
the United States and the number of those persons 
residing in the United States without authorization. 
This information is critically important, especially 
for legislatures as they embark on their sovereign 
function of drawing districts for the following 
decade. 
 
Respectfully submitted,  
 
J",http://www.supremecourt.gov/DocketPDF/20/20-366/159313/20201030165621220_20-366%20Amicus%20Brief%20Fair%20Lines%20America.pdf,True,Reverse,4.0,yc4152
scotus_filing_9356,"I. The Government has not violated any  
statutory or constitutional requirement

A. Illegal aliens are not “the People” of the 
United States

B. Neither § 2a nor the legislative history  
relied on below provide an answer

II. The district court did not have jurisdiction

A. The district court lacked Article III 
jurisdiction

1. Plaintiffs cannot show a differential-
undercount injury

2. Plaintiffs cannot show a diverted-
resource injury

3. Plaintiffs’ claim is not ripe

B. No final action has occurred for APA  
review

C. Plaintiffs lack both the direct injury and  
the ongoing violation of federal law  
required for equity review","CONCLUSION 
For the foregoing reasons and those argued by the 
Government, the Court should reverse the district 
court’s judgment.  
October 30, 2020 
Respectfully submitted, 
 
LAWRENCE J. JOSEPH 
 Counsel of Record  
1250 Connecticut Av NW 
Suite 700-1A 
Washington, DC 20036 
(202) 355-9452 
ljoseph@larryjoseph.com",http://www.supremecourt.gov/DocketPDF/20/20-366/159321/20201030190647064_EFELDF%20Census%20SDNY%20Amicus.pdf,True,Reverse,5.0,yc4152
scotus_filing_9364,"I. THE PRESIDENTIAL  
MEMORANDUM IS UNLAWFUL 
ON ITS FACE

A. The Memorandum Violates 
the U.S. Constitution
 
B. The Memorandum Violates 
the Census and  
Reapportionment Acts
 
II. THIS COURT SHOULD CABIN 
THIS ATTEMPT TO LEGISLATE 
BY EXECUTIVE FIAT
 
A. Federal Courts May Rein in 
Ultra Vires Government Action
 
B. The Memorandum Must Be Invalidated 
to Protect Federal Programs Affecting 
Public Schools

III. 
THE PRESIDENTIAL  
MEMORANDUM CREATES 
UNCERTAINTY FOR PUBLIC 
EDUCATION ENTITIES THAT DEPEND 
ON CENSUS DATA FOR FEDERAL 
FUNDING AND SOUND POLICY 
CHOICES","CONCLUSION 
For the foregoing reasons, this Court should 
summarily affirm the judgment of the district court. 
 
Respectfully submitted, 
 
FRANCISCO M. NEGRÓN, JR. 
Counsel of Record 
SONJA H. TRAINOR 
NATIONAL S",http://www.supremecourt.gov/DocketPDF/20/20-366/160753/20201116112143495_20-366%20Amicus%20Brief%20National%20School%20Boards%20Assiciation%20et%20al.pdf,True,Affirm,4.0,yc4152
scotus_filing_9366,"I.   Since the Founding, All Persons Whose 
Usual Abode is in a State Have Been 
Counted for Purposes of Apportionment

 II.   Undocumented Immigrants Are Usual Res-
idents With Substantial, Often Enduring 
Ties to Amici’s Communities

A.   Undocumented Immigrants Are Inhab-
itants of the Communities Where They 
Live

B.   Undocumented Immigrants Have Sub-
stantial Ties And Make Important Con-
tributions to Amici’s Communities

 III.   Excluding 
Undocumented 
Immigrants 
From the Apportionment Base Harms All 
Members of Amici’s Communities","CONCLUSION 
 
For the foregoing reasons, amici respectfully re-
quest that this Court afﬁrm the ruling below, perma-
nently enjoining the Memorandum. 
Respectfully submitted, 
JA",http://www.supremecourt.gov/DocketPDF/20/20-366/161297/20201119165204293_2020.11.19_Local_Governments_Amicus_Brief.pdf,True,Affirm,2.0,yc4152
scotus_filing_9367,"A. Constitutional and Statutory Background

B. Factual Background

C. Procedural History

I. This Case Presents a Live Case or 
Controversy That Satisfies the 
Requirements of Article III

A. The Memorandum Threatens Concrete 
and Imminent Harm to Government 
Appellees’ Representation and Federal 
Funding

B. The Memorandum’s Harms to the 
Census Count Provided the District 
Court with Jurisdiction and Fall 
Within the Evading-Review Exception 
to Mootness

II. Appellants’ Reliance on Immigration 
Status Alone to Subtract Residents from 
the Apportionment Base Violates Both the 
Constitution and the Census Act
 
A.  The Constitution’s Inclusion of All 
“Persons in Each State” in the 
Apportionment Base Encompasses 
Undocumented Immigrants Who 
Reside in a State

B.  The Census Act Independently 
Prohibits Appellants from Excluding 
Usual Residents from the 
Apportionment Base Due Solely to 
Their Immigration Status

C.  Appellants’ Arguments in Support of 
the Memorandum Are Meritless

III. The Memorandum Violates the 
Constitutional and Statutory Requirements 
to Base Apportionment Solely on the 
Census’s Enumeration","CONCLUSION 
The Court should affirm the final judgment below. 
 
 
 
 
 
 
 
MATTHEW COLANGELO  
  Chief Counsel for 
  Federal Initiatives 
ELENA GOLDSTEIN  
  Deputy Chief 
  Civil Rights Bureau 
FIONA J. KAYE 
  Assistant Attorney General 
Respectfully submitted, 
 
LETITIA JAMES  
  Attorney General 
  State of New York 
BARBARA D. UNDERWOOD* 
  Solicitor General 
STEVEN C. WU 
  Deputy Solicitor General 
JUDITH N. VALE 
  Senior Assistant  
    Solicitor General  
ERIC R. HAREN 
  Special Counsel 
barbara.underwood@ag.ny.gov 
 
November 2020  
* Counsel of Reco",http://www.supremecourt.gov/DocketPDF/20/20-366/160902/20201116192141784_20-366%20Br%20for%20Government%20Appellees.pdf,True,Affirm,3.0,yc4152
scotus_filing_9372,"I. APPELLEES HAVE STANDING

II. PRUDENTIAL CONSIDERATIONS WEIGH 
HEAVILY IN FAVOR OF RESOLVING THIS 
CONTROVERSY NOW

III.THE PRESIDENTIAL MEMORANDUM IS 
UNLAWFUL

A. Categorically Excluding Persons Without 
Legal Status Contravenes The Ordinary 
Meaning of “Inhabitant”

B. The Government’s Assertion That It Can 
Lawfully Exclude Some Undocumented 
Immigrants Cannot Save The Presidential 
Memorandum","CONCLUSION 
Amici respectfully submit that the judgment of the 
district court should be affirmed. 
Respectfully submitted, 
ST",http://www.supremecourt.gov/DocketPDF/20/20-366/160848/20201116151325897_2020-11-16%20No.%2020-366%20Amici%20San%20Jose%20et%20al.%20brief.pdf,True,Affirm,3.0,yc4152
scotus_filing_9374,"I. The President’s Memorandum Violates The 
Constitutional And Statutory Requirements That 
Apportionment Be Based On Total Population

A. The Constitution requires apportionment 
based on total resident population

B. The Census and Reapportionment Acts 
implement the constitutional mandate

C. The Executive Branch has consistently 
recognized that apportionment must be based 
on total population

II. The President’s Memorandum Will Produce An 
Inaccurate Apportionment And Undermine The 
Integrity Of The House’s Composition","CONCLUSION 
The House respectfully urges this Court to affirm 
the district court’s ruling.   
 
 
9 Decl. of Census Bureau Senior Advisor Enrique Lamas, 
Defs.’ Supp. Rule 26(a)(1) Disclosures and Rule 26(a)(2)(C) 
Disclosures, Alabama v. Dep’t of Commerce, No. 2:18-cv-00772-
RDP (N.D. Ala. Mar. 13, 2020).",http://www.supremecourt.gov/DocketPDF/20/20-366/160818/20201116135034953_House%20Amicus%20Census%2011.16.20%20No.%2020-366%20FINAL.pdf,True,Affirm,1.0,yc4152
scotus_filing_9382,"I. Apportionment Based On Less Than 
The Full Population Adversely Affects 
Amici And Their Communities

II. The Census Is An Important National 
Institution Whose Accuracy And 
Reliability Have Far-Reaching Effects 
On Amici","CONCLUSION 
For the foregoing reasons, amici curiae respect-
fully request the Court affirm the district court’s judg-
ment. 
Respectfully submitted. 
ALEX",http://www.supremecourt.gov/DocketPDF/20/20-366/160804/20201116133046654_Census%20Amicus%20Brief%20TO%20FILE.pdf,True,Affirm,2.0,yc4152
scotus_filing_9383,"I. Appellees Have Standing Based on Impending 
Apportionment Injury

A. It Is Undisputed That, If the 
Memorandum Is Implemented, At 
Least One Relevant State Will Lose 
Representation

B. Appellants Are Likely to Implement 
the Memorandum

II. Appellees’ Claims Are Ripe

III. The Memorandum Is Unlawful in Multiple 
Respects

IV. If the Court Does Not Affirm Here, It Should 
Avoid Foreclosing Other Challenges to the 
Memorandum","CONCLUSION 
The judgment below should be affirmed. 
November 16, 2020 
 
EMMET J. BONDURANT 
BONDURANT MIXSON & ELMORE 
LLP 
1201 West Peachtree Street NW 
Suite 3900 
Atlanta, GA 30309 
 
MICHAEL B. KIMBERLY 
MCDERMOTT WILL & EMERY 
500 North Capitol Street, NW 
Washington, D.C. 20001 
 
 
Respectfully submitted, 
 
GREGORY L. DISKANT 
Counsel of Record 
ARON FISCHER 
JONAH M. KNOBLER 
PETER A. NELSON 
J. JAY CHO 
DEVON HERCHER 
ABIGAIL E. MARION  
PATTERSON BELKNAP  
WEBB & TYLER LLP 
1133 Avenue of the Americas 
New York, NY 10036 
(212) 336-2000 
gldiskant@pbwt.com 
Attorneys for Amici Curiae",http://www.supremecourt.gov/DocketPDF/20/20-366/160869/20201116164938994_20-366%20Trump%20v%20NY%20Amicus%20Brief.pdf,True,Affirm,2.0,yc4152
scotus_filing_9386,"I. The text and original public meaning of  
the Constitution require counting 
undocumented persons for  
congressional apportionment

A. The Apportionment Clause requires 
apportionment based on “the whole  
number of free Persons.”

B. The text and original public meaning  
of the Fourteenth Amendment require 
counting undocumented immigrants

II. The Framers did not intend to exclude 
undocumented immigrants from state 
apportionment 

A. The Founders did not conceive of a  
category of “illegal” migrants under  
federal law—much less believe that 
undocumented people would be  
excluded from “Persons.”
 
B. Virtual representation of nonvoters  
has always been a feature of the","CONCLUSION 
This Court should affirm the district court’s judg-
ment.  
Respectfully submitted, 
 
 
SCOTT A.",http://www.supremecourt.gov/DocketPDF/20/20-366/160802/20201116170523855_20-366%20Trump%20v%20NY%20Amicus%20Brief.pdf,True,Affirm,1.0,yc4152
scotus_filing_9392,"I. THE PLAIN TEXT OF THE 
CONSTITUTION AND THE RECORD OF 
THE CONSTITUTIONAL CONVENTION 
EVIDENCE THE FRAMERS’ INTENT 
THAT CONGRESSIONAL 
APPORTIONMENT SHOULD INCLUDE 
ALL PERSONS, UNRELATED TO 
CITIZENSHIP OR IMMIGRATION 
STATUS

A. The Plain Text of the Constitution 
Commands That Congressional 
Apportionment Include All Persons, 
Without Regard to Citizenship or 
Immigration Status
 
B. The Record of the Constitutional 
Convention Further Demonstrates the 
Framers’ Intent That Congressional 
Apportionment Include All Persons 
Without Regard to Citizenship or 
Immigration Status 
 
II. THE CENSUS ACT OF 1790 AND THE 
EARLY ADMINISTRATIONS OF THE 
CENSUS MAKE CLEAR THAT ALL 
RESIDENTS MUST BE COUNTED FOR 
APPORTIONMENT PURPOSES, 
REGARDLESS OF CITIZENSHIP OR 
IMMIGRATION STATUS

III. THE FOURTEENTH AMENDMENT AND 
ITS LEGISLATIVE HISTORY REAFFIRM 
AN INCLUSIVE APPORTIONMENT BASE, 
UNRELATED TO CITIZENSHIP OR 
IMMIGRATION STATUS
 
IV. SINCE RECONSTRUCTION, IT HAS 
REMAINED CLEAR THAT ALL 
RESIDENTS MUST BE COUNTED FOR 
APPORTIONMENT PURPOSES, 
REGARDLESS OF CITIZENSHIP OR 
IMMIGRATION STATUS
 
A. The 1929 Census Act and 
Accompanying Debates Confirm 
Congress’s Long-Held Understanding 
That Unlawful Immigrants Would Be 
Included in the Census Enumeration
 
B. History Since the 1929 Census Act 
Confirms the Historical Understanding 
that All Persons, Regardless of 
Citizenship or Immigration Status, Are 
Included in the Apportionment Count","CONCLUSION 
For the reasons stated, Amici respectfully 
request that the Court affirm the judgment of the 
district court. 
Respectfully submitted, 
MARK T",http://www.supremecourt.gov/DocketPDF/20/20-366/160852/20201116152445544_20-366%20BRIEF%20OF%20AMICI%20CURIAE%20HISTORIANS%20OF%20THE%20CENSUS%20IN%20SUPPORT%20OF%20APPELLEES.pdf,True,Affirm,1.0,yc4152
