Filing Name,Extracted Table of Contents,Extracted Arguments from ToC,URL,Conclusion
scotus_filing_10760,"TABLE OF CONTENTS 
STATEMENT OF INTEREST OF AMICI 
CURIAE AND SUMMARY OF ARGUMENT ..... 1 
REASONS FOR GRANTING THE PETITIONS ....... 3 
I. 
The Election Clauses’ Separation-of-Powers 
Provisions Safeguard Liberty. .............................. 4 
II. Voting by Mail Creates Unique Risks of 
Fraud, Including in Pennsylvania. ...................... 8 
III. The Pennsylvania Supreme Court’s Decision 
Exacerbated the Risks of Ballot Fraud. ............. 16 
Conclusion ................................................................. 20 
 
 
 
 
 
 
 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20-542/160113/20201109134744257_2020-11-09%20-%20Republican%20Party%20of%20Pa.%20v.%20Boockvar%20-%20Amicus%20Brief%20of%20Missouri%20et%20al.%20-%20Final%20With%20Tables.pdf,"CONCLUSION 
This Court should grant the petitions, grant 
expedited review, and reverse the Pennsylvania 
Supreme Court’s judgment."
scotus_filing_10795,"TABLE OF CONTENTS 
Page 
Opinions below .............................................................................. 1 
Jurisdiction .................................................................................... 2 
Statutory provisions involved ...................................................... 2 
Statement ...................................................................................... 2 
A. Legal background: 
1. The Alaska Native Claims Settlement Act .............. 3 
2. The Indian Self-Determination and Education  
Assistance Act ............................................................. 6 
3. The CARES Act .......................................................... 8 
B. The present controversy................................................... 9 
Summary of argument ............................................................... 14 
Argument ..................................................................................... 17 
A. ANCs are defined as “Indian Tribes” for purposes 
of ISDA and the CARES Act ......................................... 19 
1. Congress expressly and deliberately included 
ANCs in the ISDA definition ................................... 19 
2. The ISDA definition has long been understood 
to mean that ANCs are eligible to be treated as 
Indian tribes under ISDA ........................................ 24 
3. Congress incorporated the settled meaning of 
the ISDA definition into the CARES Act and 
therefore made ANCs eligible to be treated as 
Indian tribes .............................................................. 29 
4. Reading the ISDA def inition to exclude ANCs 
would contradict the text of other federal 
statutes ....................................................................... 35 
B. The court of appeals erred in reading ANCs out of 
the ISDA def inition and the CARES Act ..................... 37 
C. If the recognition clause applies to ANCs, then 
Congress deemed ANCs to satisfy it by including 
them in the ISDA def inition ........................................... 47 
Conclusion ................................................................................... 49 
Appendix  —  Statutory provisions ........................................... 1a 
IV 
 
",,http://www.supremecourt.gov/DocketPDF/20/20-543/169644/20210222203236898_20-543tsUnitedStates.pdf,"CONCLUSION 
The judgment of the court of appeals should be  
reversed. 
Respectfully submitted."
scotus_filing_10804,"TABLE OF CONTENTS 
 
INTEREST OF AMICUS CURIAE ............................. 1 
INTRODUCTION 
AND 
SUMMARY 
OF 
ARGUMENT ......................................................... 2 
ARGUMENT ................................................................ 4 
I. 
Congress’s Express Recognition Of Housing 
Assistance Eligibility For ANCs Confirms 
Their Inclusion Within ISDEAA. ......................... 4 
A.  Like ISDEAA, NAHASDA Was Designed 
to Permit Indian Tribes, Defined to 
Include ANCs, to Structure Services to 
Best Fit Their Communities. .......................... 4 
B.  Congress’s Repeated References to ANCs 
within NAHASDA Confirm that ANCs Are 
“Indian Tribes.” ................................................ 7 
II.  Alaska Native Corporations Are Integral To 
The Success Of Federal Housing Assistance 
To Alaska Natives. .............................................. 13 
A.  Housing 
Programs 
Administered 
by 
Regional ANC Designees Have Provided 
Critical Services to Alaska Natives. ............. 13 
B.  It Would Be Impossible to Meet the Needs 
of Alaska Native and American Indian 
Populations 
in 
Alaska 
without 
the 
Regional ANCs. .............................................. 18 
CONCLUSION .......................................................... 22 
 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20-543/170423/20210301134436929_AAHA%20Amicus%20Final.pdf,"CONCLUSION 
The judgment of the Court of Appeals should be 
reversed.  
Respectfully submitted. 
 
 
Hyland Hunt 
Ruthanne M. Deutsch 
DEUTSCH HUNT PLLC 
 
  March 2021"
scotus_filing_10806,"TABLE OF CONTENTS 
Page 
Interest of Amicus Curiae .................................................. 1
Summary of the Argument ................................................. 4
Argument .............................................................................. 7
I.
CIRI’s role in providing services to the 
region’s Alaska Natives and American Indians is 
unique and irreplaceable ................................................ 9
A. ANCs were created by ANCSA to serve an 
Indian law purpose and to provide programs 
and services to Alaska Natives and American 
Indians ................................................................... 10
B. Under ISDEAA, Congress has transferred to 
CIRI its responsibility to care for Alaska 
Natives ................................................................... 13
C. Loss of CIRI’s status under ISDEAA could 
threaten services for more than 40% of 
Alaska’s Natives .................................................... 19
II. CIRI’s provision of critical services to Alaska 
Natives and American Indians demonstrates 
that ANCs satisfy the Eligibility Clause .................. 26
A. Congress and the Executive Branch recognize 
ANCs as eligible for Indian-specific programs 
and services ............................................................ 26
B. Section 325(d) reconfirms Congress’s 
understanding that CIRI is an “Indian tribe” 
for ISDEAA purposes ........................................... 29
Conclusion ........................................................................... 32 
Addendum: 
Order, Cook Inlet Treaty Tribes v. Shalala,  
No. 94-cv-589 (D. Alaska Jan. 6, 1997) ..................... 1a 
(II) 
",,http://www.supremecourt.gov/DocketPDF/20/20-543/170433/20210301135740634_CIRI%20-%20Supreme%20Court%20amicus%20brief.pdf,"CONCLUSION 
For the foregoing reasons, the decision below should 
be reversed.
Respectfully submitted. 
ALLON KEDEM
Counsel of Record 
ETHAN G. SHENKMAN
SALLY L. PEI
ARNOLD & PORTER 
KAYE SCHOLER LLP 
601 Massachusetts Avenue, NW 
Washington, DC 20001 
(202) 942-5000  
Allon.Kedem@arnoldporter.com 
MARCH 2021"
scotus_filing_10814,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ........................................... ii 
INTEREST OF AMICUS CURIAE............................... 1 
SUMMARY OF ARGUMENT ......................................... 1 
ARGUMENT ....................................................................... 3 
I. 
CONGRESS HAS LONG RECOGNIZED A 
UNIQUE 
RELATIONSHIP 
WITH 
INDIAN 
TRIBES ............................................................................ 3 
II. THE CARES ACT WAS INTENDED TO 
FURTHER THE FEDERAL GOVERNMENT’S 
RELATIONSHIP WITH INDIAN TRIBES ....................... 5 
A. American Indian And Alaska Native 
Peoples Have Been Disproportionately 
Harmed By The COVID-19 Pandemic .............. 6 
B. The Text Of Title V Makes Clear That 
It 
Was 
Intended 
To 
Assist 
Governmental Entities, Rather Than 
For-Profit Corporations ....................................... 7 
C. The Exclusion Of ANCs Also Best 
Aligns With Congressional Intent .................... 10 
D. Subsequent 
Legislation 
Has 
Eliminated Any Ambiguity As To 
Congress’s Intent To Provide Relief 
Only To Federally Recognized Tribes 
Under Title V Of The CARES Act .................. 17 
CONCLUSION ................................................................. 19 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20-543/173585/20210331155434477_20-543%2020-544%20bsacRepresentativeGrijalva.pdf,"CONCLUSION 
For the foregoing reasons, the judgment of the 
court of appeals should be affirmed. 
Respectfully submitted. 
MICH"
scotus_filing_10822,"TABLE OF CONTENTS 
TABLE OF AUTHORITIES 
ii 
INTEREST OF AMICI CURIAE 
1 
SUMMARY OF ARGUMENT 
2 
ARGUMENT 
3 
The Court of Appeals correctly held 
that ANCs do not meet the definition of 
""Tribal governments"" eligible to receive 
Title V CARES Act funding, which is 
consistent with Title V's structure of 
funding sovereign entities and their 
political subdivisions 
3 
The Secretary's interpretation of the 
CARES Act results in double counting 
segments of Alaska's population, 
unfairly directing funds to the ANCs at 
the expense of federally recognized 
tribes 
7 
III.The State of Alaska may distribute its 
Title V CARES Act funding to ANCs to 
deliver relief to its citizens 
11 
",,http://www.supremecourt.gov/DocketPDF/20/20-543/173588/20210408163631590_20210408-163422-95753269-00000351.pdf,"CONCLUSION 
Amici States and the recognized tribes within 
their borders are striving, through their CARES Act 
Title V funding allocation, to serve the needs of all 
their citizens and members. And they are doing so 
with an allocation of funds based upon their popula-
tions. The Secretary's interpretation of the CARES 
Act and ISDA is incorrect as a matter of statutory con-
struction, and it deprives the recognized tribes of the 
full amount of funds to which they are entitled to 
serve their members. 
15  U.S. Census Bureau, The American Indian and Alaska Native 
Population: 2010 (Jan. 2012) at 13 tbl. 2, https://www2.cen-
sus.gov/libr  ary/publications/cen2010/briefs/c 2010br - 10.p df (ac-
cessed Mar. 30, 2021). 
16  Id. at 7 tbl. 2, 13 tbl. 5."
scotus_filing_10825,"TABLE OF CONTENTS 
Page 
TABLE OF AUTHORITIES ..................................... iii 
INTEREST OF AMICI CURIAE ................................1 
INTRODUCTION AND SUMMARY OF 
ARGUMENT ...............................................................1 
ARGUMENT ...............................................................5 
 
I. WHEN THE ISDEAA WAS PASSED, THERE 
WAS NO OFFICIAL LIST OF FEDERALLY 
RECOGNIZED TRIBES, NO UNIVERSAL 
CRITERIA FOR FEDERAL RECOGNITION, 
AND NO FORMAL PROCESS FOR MAKING 
RECOGNITION DECISIONS ...............................5  
 
A. 
The Term “Indian Tribes” in the U.S. 
Constitution 
Has 
Been 
Broadly 
Interpreted, and Federal Courts Have 
Deferred to Congress’ and the Executive 
Branch’s 
Changing 
Recognition 
Decisions ......................................................5 
 
B. 
In 
the 
Early 
Twentieth 
Century, 
Congress and the Executive Branch 
Sought to Reverse the Impacts of Federal 
Assimilationist 
Policies 
Through 
Reconstituting 
and 
Reviving 
Tribal 
Governments ............................................. 10 
 
ii 
C. 
At 
the 
Time 
of 
ISDEAA, 
the 
Administrative Process and Criteria for 
Recognizing Indian Tribes was Still in 
Flux ............................................................ 16 
 
II. THE STATUS OF ALASKA NATIVE TRIBES 
REMAINED UNCERTAIN LONG AFTER 
ISDEAA WAS ENACTED ................................... 20 
 
A. 
Prior to the Adoption of ANCSA, the 
History of Alaska Native’s Interactions 
with the Federal Government is Similar 
to that of Indian Tribes in the Lower 48 
States ......................................................... 20 
 
B. 
The Impact of ANCSA on Federal 
Recognition of Alaska Native entities 
was not Realized Until the 1990s ............. 25 
 
CONCLUSION .......................................................... 32 
 
APPENDIX 
 
List of Amici Curiae ........................................... App. 1 
 
iii 
",,http://www.supremecourt.gov/DocketPDF/20/20-543/173498/20210331130940130_ANVYellen%20Professor%20Amicus%20Brief.pdf,"CONCLUSION 
 
 
The judgment of the United States Court of 
Appeals for the District of Columbia Circuit should be 
affirmed. 
 
 
Respectfully submitted,"
scotus_filing_11058,"TABLE OF CONTENTS 
STATEMENT OF INTEREST OF AMICI 
CURIAE AND SUMMARY OF ARGUMENT ..... 1 
REASONS FOR GRANTING THE PETITIONS ....... 3 
I. 
The Election Clauses’ Separation-of-Powers 
Provisions Safeguard Liberty. .............................. 4 
II. Voting by Mail Creates Unique Risks of 
Fraud, Including in Pennsylvania. ...................... 8 
III. The Pennsylvania Supreme Court’s Decision 
Exacerbated the Risks of Ballot Fraud. ............. 16 
Conclusion ................................................................. 20 
 
 
 
 
 
 
 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20-574/160117/20201109135144836_2020-11-09%20-%20Republican%20Party%20of%20Pa.%20v.%20Boockvar%20-%20Amicus%20Brief%20of%20Missouri%20et%20al.%20-%20Final%20With%20Tables.pdf,"CONCLUSION 
This Court should grant the petitions, grant 
expedited review, and reverse the Pennsylvania 
Supreme Court’s judgment."
scotus_filing_11881,"TABLE OF CONTENTS 
INTERESTS OF AMICUS CURIAE ................................................................................ 1 
SUMMARY OF ARGUMENT .......................................................................................... 2 
ARGUMENT ..................................................................................................................... 4 
I. Mr. Hall’s Claims Are Entitled to Review Under the § 2241 
Safety Valve. ................................................................................................................. 4 
II.When a Habeas Petitioner Presents Previously Unavailable Evidence 
that His Death Sentence Was Influenced by Racial Discrimination, No Procedural 
Requirement Should Prevent a Merits Review of the Claims and a Stay of 
Execution. ...................................................................................................................... 6 
CONCLUSION ............................................................................................................... 16 
 
ii 
",,http://www.supremecourt.gov/DocketPDF/20/20-697/161304/20201119175912238_2020.11.19%20-%20Hall%20v.%20Watson%20Amicus%20Brief_Final.pdf,"CONCLUSION 
The Court should direct the entry of a stay of execution, so that Mr. Hall is not 
put to death without any court considering the merits of his substantial claims that 
his sentence was the product of racial discrimination.  
Dated: November 19, 2020 
Respectfully submitted,"
scotus_filing_11921,"TABLE OF CONTENTS 
Page 
CORPORATE DISCLOSURE STATEMENT ......  
2 
TABLE OF AUTHORITIES .................................  
4 
App. 16 
INTRODUCTION ................................................  
8 
JURISDICTIONAL STATEMENT ......................  
9 
 A.   The District Court’s Subject-Matter Juris-
diction ........................................................  
9 
 B.   This Court’s Jurisdiction ...........................  
9 
 C.   Timeliness of the Appeal ...........................  
9 
ISSUES PRESENTED .........................................  
9 
STATEMENT OF THE CASE..............................  10 
 A.   Stone Creek’s Furniture Business and 
Trademark .................................................  10 
 B.   Stone Creek’s Business Relationship with 
Omnia ........................................................  10 
 C.   Omnia’s Use of Stone Creek’s Mark ..........  11 
 D.   Stone Creek Sues Omnia ...........................  11 
 E.   The District Court Enters Judgment in 
Omnia’s Favor. ......................................... 12 
 
F.   Stone Creek’s First Appeal (Stone Creek I) ....  13 
 G.   The District Court Enters Judgment in 
Omnia’s Favor on Remand ........................  15 
SUMMARY OF ARGUMENT ..............................  18 
STANDARD OF REVIEW ...................................  19 
ARGUMENT ........................................................  20 
 
I.   The District Court’s Findings of Fact, 
Which This Court Ratified in Stone Creek I, 
Constitute the Law of the Case .................  20 
 
 
App. 17 
[3] II.  Stone Creek Is Not Entitled to the Disgorge-
ment of Omnia’s Profits Because Omnia Did 
Not Willfully Infringe Stone Creek’s Mark ...  23 
A.   Disgorgement of Profits Is Not Availa-
ble As a Matter of Right .......................  23 
B.   The District Court’s Findings of Fact 
from the Bench Trial That Preceded 
Stone Creek I Establish Omnia’s Lack 
of Willfulness ........................................  26 
C.   Stone Creek’s Reliance on Sleekcraft’s 
“Intent” Factor Is Misplaced Because 
It Is Irrelevant to Whether Omnia’s 
Infringement of the Stone Creek Mark 
Was Willful ............................................  31 
 III.   Stone Creek Is Not Entitled to the Dis-
gorgement of Omnia’s Profits Because the 
Infringing Sales Were Not Attributable to 
Omnia’s Infringement ...............................  37 
 IV.   Stone Creek Is Not Entitled to the Dis-
gorgement of Omnia’s Profits Because It 
Waived Its Objection to the Calculation of 
Such Profits ...............................................  40 
 
V.   The District Court Did Not Abuse Its Dis-
cretion in Admitting the Testimony of Dr. 
Charles Cowan, Omnia’s Survey Expert, 
Because Stone Creek’s Rule 26 and Hear-
say Objections Have No Merit ...................  41 
CONCLUSION .....................................................  45 
CERTIFICATE OF COMPLIANCE .....................  46 
STATEMENT OF RELATED CASES ..................  47 
CERTIFICATE OF SERVICE .............................  48 
App. 18 
[4] ",,http://www.supremecourt.gov/DocketPDF/20/20-706/161049/20201117174353034_Stone%20Creek%20SC%20Appendix.pdf,"CONCLUSIONS OF LAW 
86. Stone Creek asserts claims for federal and com-
mon law trademark infringement and Lanham 
Act unfair competition. 
87. A trademark is any word, name, symbol, device, or 
any combination thereof, used by a person to iden-
tify and distinguish that person’s goods from those 
of others and to indicate the source of the goods, 
even if that source is generally unknown. 15 U.S.C. 
§ 1127. 
88. “A trademark is a limited property right in a par-
ticular word, phrase or symbol.” New Kids on the 
Block v. New Am. Pub., Inc., 971 F.2d 302, 306 (9th 
Cir. 1992). It identifies the source of goods. 
Brookfield Commc’ns, Inc. v. W. Coast Entm’t Corp., 
174 F.3d 1036, 1051 (9th Cir. 1999). 
89. To prevail on its trademark infringement and un-
fair competition claims, Stone Creek must show: 
(1) it owns a valid mark; (2) the mark was used 
without its consent; and (3) such unauthorized use 
is likely to cause confusion among ordinary con-
sumers as to the source, sponsorship, affiliation, or 
approval of the goods. See Credit One Corp. v. 
Credit One Fin., Inc., 661 F. Supp. 2d 1134, 1137 
(C.D. Cal. 2009) (collecting cases and authorities)."
scotus_filing_12164,"TABLE OF CONTENTS 
 
Page 
TABLE OF AUTHORITIES .......................................................................................... ii 
INTERESTS OF THE AMICI CURIAE ........................................................................ 1 
INTRODUCTION AND SUMMARY OF ARGUMENT ............................................... 3 
ARGUMENT .................................................................................................................. 4 
A. The Free Exercise Clause was neither intended nor originally understood     
to require exemptions from laws that protect the health and safety of the 
public ................................................................................................................... 4 
1. The intent and writings of the Founders ...................................................... 4 
2. Early state constitutions and court decisions ............................................... 8 
B. The Free Exercise Clause does not mandate a religious exemption from 
California’s restrictions on gatherings ............................................................. 10 
CONCLUSION ............................................................................................................. 15 
 
 
 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20-746/167353/20210127092945586_AU%20et%20al%20amicus%20motion%20with%20brief%20--%20S%20Bay%20v%20Newsom%20--%20final%20PDFA.pdf,"CONCLUSION 
The Court should stay true to the original intent and understanding of the 
precious right of religious free exercise—and to the Court’s long-standing, consistent 
precedents—by denying the application."
scotus_filing_12169,"TABLE OF CONTENTS 
 
Page 
TABLE OF AUTHORITIES ......................................................................................... iii 
INTEREST OF THE AMICUS CURIAE ...................................................................... 1 
SUMMARY OF ARGUMENT ....................................................................................... 2 
ARGUMENT .................................................................................................................. 3 
I. California’s ban on indoor worship cannot withstand strict scrutiny  
under Diocese of Brooklyn. ....................................................................................... 3 
A. California’s worship ban is “far more restrictive” than the  
numerical caps enjoined in Diocese of Brooklyn. ............................................... 4 
B. California’s worship ban is “much tighter” than the  
measures used by any other state. ..................................................................... 5 
C. California’s ban is “far more severe” than required to  
prevent the spread of COVID-19 at Applicants’ indoor  
worship services. ................................................................................................. 9 
D. California also cannot meet its burden on strict scrutiny  
because it withheld key facts from the lower courts. ...................................... 11 
II. Injunctive relief is warranted. ............................................................................... 13 
A. Where less restrictive means are available, the balance of  
harms tips towards Applicants. ........................................................................ 13 
B. The Court has broad discretion to fashion an equitable  
remedy that enjoins the ban on indoor worship while  
allowing percentage-of-occupancy limits like those California  
now employs in four counties. .......................................................................... 14 
CONCLUSION ............................................................................................................. 16 
APPENDIX 
 
 
 
 
 
iii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20-746/167600/20210129103806958_South%20Bay%20and%20Harvest%20Rock%20Amicus%20FINAL.pdf,"CONCLUSION 
This Court should enjoin California’s ban on indoor worship. 
 
 
13  See State of California, Blueprint for a Safer Economy (updated January 28, 2021 at 5:03 PM), 
https://perma.cc/DTL6-H79S."
scotus_filing_12622,"TABLE OF CONTENTS 
 
 
TABLE OF AUTHORITIES .......................................................................................... ii 
 
IDENTITY AND INTEREST OF AMICI CURIAE ...................................................... 1 
 
SUMMARY OF THE ARGUMENT .............................................................................. 2 
 
ARGUMENT .................................................................................................................. 3 
 
I. 
The Supremacy Clause Forbids Laches from Barring the Constitutional 
Claim in This Case ................................................................................................ 3 
 
II. 
The United States Constitution and a Federal Statute Established a 
Fixed Day for Presidential Elections .................................................................... 5 
 
CONCLUSION ............................................................................................................... 8 
 
ii 
 
",,http://www.supremecourt.gov/DocketPDF/20/20-810/163088/20201208152905478_Motion%20to%20Submit%20Amicus%20Brief%20in%20Support%20of%20Application%20for%20Injunction.pdf,"CONCLUSION 
 
The Pennsylvania Supreme Court violated the Supremacy Clause when it 
elevated a state-law time bar over the Constitution of the United States. It also 
refused to acknowledge that the Constitution itself and a federal statute dictate the 
date on which the Presidential election must occur. Consequently, in addition to the 
reasons raised by the Applicants themselves, the judgment of the Pennsylvania 
Supreme Court is due to be reversed.  
 
Respectfully submitted December 8, 2020, 
 
/s/ Matthew J. Clark 
MATTHEW J. CLARK* 
  *Counsel of Record 
ROY. S. MOORE 
JOHN A. EIDSMOE 
TALMADGE BUTTS 
CONSTITUTIONAL ATTORNEYS 
P.O. Box 179 
Montgomery, Alabama 36101 
256-510-1828 
 
 
 
 
 
 
 
 
constitutionalattorneys@gmail.com 
  
                                                                                                                                                                                           
Amici simply observe that the COVID-19 pandemic does not justify an unconstitutional statute, 
especially since it was passed in 2019 before the pandemic hit the United States."
scotus_filing_12870,"TABLE OF CONTENTS
Questions presented.. . . . . . . . . . . . . . . . . . . . . . . . . . . i
Motion for leave to file. . . . . . . . . . . . . . . . . . . . . . . . . iii
Interest of amicus curiae. . . . . . . . . . . . . . . . . . . . . . . iv
Table of authorities. . . . . . . . . . . . . . . . . . . . . . . . . . . vi
Brief of amicus curiae. . . . . . . . . . . . . . . . . . . . . . . . . 1
Summary of facts and case.. . . . . . . . . . . . . . . . . . . . . 1
Summary of argument. . . . . . . . . . . . . . . . . . . . . . . . . 5
Argument. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 6
I. The Washington Supreme Court’s expansion of
both Graham and Miller so as to encompass all
sentences imposed on juveniles prosecuted in adult
court goes too far.. . . . . . . . . . . . . . . . . . . . . . . . . . . 6
A. Narrow proportionality principle. . . . . . . . . . 6
B. Juveniles in adult court. . . . . . . . . . . . . . . . . . 7
C. Nonhomicide vs. homicide.. . . . . . . . . . . . . . 10
II. Victims of juvenile crimes are often pushed to 
the wayside. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 14
III. This Court’s intervention is particularly 
necessary when the federal Constitution is misused
to nullify a valid state statute.. . . . . . . . . . . . . . . . 19
Conclusion.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 24
(v)
vi
",,http://www.supremecourt.gov/DocketPDF/20/20-830/166819/20210120134115289_20-830tsacCJLF.pdf,"CONCLUSION
The petitions for writs of certiorari should be
granted.
January, 2021
Respectfully submitted,
KY"
